,WorfClass_cat_Private,Education NumCat_Medium,Education NumCat_High,AgeCat_Young,AgeCat_Middle_aged,Hours/WeekCat_Medium,Hours/WeekCat_High,Marital Status_cat_Single,Marital Status_cat_married,Occupa_cat_Highskill,Occupa_cat_Lowskill,Relationship_ Husband,Relationship_ Not-in-family,Sex_ Female,Sex_ Male
26300,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26301,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26302,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
26303,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26304,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False
26305,True,False,True,True,False,True,False,False,True,False,True,True,False,False,True
26306,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
26307,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False
26308,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26309,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
26310,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False
26311,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True
26313,True,False,True,True,False,False,True,True,False,True,False,False,True,False,True
26314,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
26315,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True
26316,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26317,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26318,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26319,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False
26320,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26321,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True
26322,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
26323,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True
26324,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
26325,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26326,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
26327,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True
26328,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True
26329,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True
26330,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True
26333,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
26334,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26335,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True
26336,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26337,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26338,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26339,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26340,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26341,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26342,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26343,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
26344,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True
26345,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26346,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True
26347,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True
26349,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26350,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26351,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26352,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26353,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True
26354,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False
26355,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
26356,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26357,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26358,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
26359,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26360,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True
26361,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
26362,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False
26364,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26365,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26366,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26367,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
26368,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26369,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
26370,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True
26371,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
26372,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26374,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
26376,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26378,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True
26379,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
26380,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26381,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True
26382,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26383,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False
26384,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False
26385,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
26386,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
26387,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26388,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26389,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
26390,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26391,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False
26392,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False
26393,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26394,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False
26395,True,True,False,False,True,True,False,False,True,False,True,False,True,True,False
26396,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26397,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False
26398,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26399,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True
26400,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True
26401,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26402,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
26403,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
26404,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
26406,True,True,False,False,True,False,True,True,False,True,False,False,True,False,True
26407,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
26408,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
26409,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
26411,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True
26412,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
26413,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26414,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True
26415,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26417,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True
26418,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26419,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True
26420,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False
26422,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False
26423,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
26424,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
26425,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
26426,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
26427,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26428,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26429,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True
26430,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
26431,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False
26432,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26433,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
26434,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False
26435,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
26436,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False
26437,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
26438,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26439,True,False,True,True,False,False,True,True,False,False,True,False,True,True,False
26440,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26441,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
26442,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True
26443,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False
26444,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26445,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
26447,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
26448,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True
26449,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26451,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26452,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True
26453,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
26454,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26455,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True
26456,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True
26457,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26458,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True
26459,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26461,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False
26462,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
26463,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26464,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True
26465,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
26466,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26467,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26468,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26469,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
26470,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26471,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
26472,True,False,True,False,True,True,False,True,False,False,True,False,False,False,True
26473,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26474,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26475,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
26476,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26477,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26478,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True
26479,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26480,True,True,False,True,False,False,True,True,False,False,True,False,False,False,True
26481,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26482,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26483,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26484,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False
26485,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26486,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26487,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26488,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False
26490,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False
26491,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26492,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False
26493,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26494,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True
26495,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26496,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
26497,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True
26498,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True
26499,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26500,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False
26501,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
26502,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26504,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26505,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False
26506,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True
26507,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26508,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
26509,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26510,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
26511,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26514,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
26515,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26516,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26517,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26518,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26519,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26520,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
26521,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True
26523,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26524,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True
26525,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
26526,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False
26527,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
26528,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
26529,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26530,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26531,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
26532,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False
26533,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
26534,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False
26535,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26536,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
26537,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False
26538,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26539,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
26540,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26541,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False
26542,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
26543,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26544,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False
26545,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
26546,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
26547,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
26548,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26550,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26551,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False
26552,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False
26553,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True
26554,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26555,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26556,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True
26557,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26558,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26559,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True
26560,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True
26561,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False
26562,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True
26563,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
26564,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26565,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True
26567,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True
26568,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26570,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26571,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False
26572,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26573,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26574,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26575,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26576,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26577,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
26578,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
26579,False,True,False,False,True,False,True,True,False,False,True,False,True,True,False
26580,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False
26581,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False
26582,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
26583,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
26584,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26585,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26587,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
26588,True,True,False,True,False,True,False,True,False,False,True,False,True,True,False
26589,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True
26590,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
26591,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False
26592,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26593,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False
26594,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
26595,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26596,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True
26597,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26600,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26601,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26602,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False
26603,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26604,True,False,True,True,False,False,True,True,False,False,True,False,True,False,True
26605,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True
26606,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True
26607,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False
26608,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False
26609,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26610,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False
26611,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False
26612,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
26613,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False
26614,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True
26615,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
26617,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True
26618,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True
26619,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
26620,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26621,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True
26622,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False
26623,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True
26624,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
26625,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
26626,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
26627,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True
26628,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True
26629,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
26630,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False
26631,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True
26632,True,False,True,False,True,False,True,True,False,False,True,False,True,True,False
26633,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26634,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False
26635,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True
26636,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True
26637,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
26638,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
26639,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
26640,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
26641,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False
26642,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26643,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False
26644,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False
26645,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True
26646,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26647,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True
26648,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26649,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True
26650,True,True,False,False,True,True,False,False,True,True,False,False,False,True,False
26651,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26652,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26653,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False
26654,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26655,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26656,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
26657,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True
26658,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
26659,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26660,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26662,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
26663,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
26664,True,True,False,False,True,True,False,True,False,False,True,False,True,True,False
26665,True,True,False,False,False,False,False,False,True,False,True,True,False,False,True
26666,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26667,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
26668,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26669,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
26670,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True
26671,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False
26672,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
26673,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True
26674,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
26675,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
26676,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
26677,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True
26678,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
26679,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True
26680,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False
26682,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
26683,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26684,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True
26685,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False
26686,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
26689,False,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26690,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26691,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26692,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True
26693,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
26694,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
26695,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26696,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True
26697,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26698,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False
26699,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26700,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True
26701,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
26702,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26703,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
26704,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26705,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False
26706,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False
26707,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26708,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False
26709,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False
26710,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26711,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
26712,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True
26713,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
26714,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True
26715,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
26716,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
26717,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
26718,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False
26719,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
26720,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False
26721,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26722,True,False,True,False,True,True,False,False,True,False,True,True,False,False,True
26723,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False
26724,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
26725,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False
26726,True,True,False,False,False,False,True,True,False,False,True,False,True,False,True
26727,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True
26728,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True
26729,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
26730,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True
26731,True,True,False,False,False,False,False,True,False,True,False,False,True,True,False
26732,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
26733,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True
26734,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
26735,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
26736,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True
26737,True,True,False,False,True,True,False,True,False,True,False,False,False,True,False
26738,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26739,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
26740,True,False,True,True,False,False,True,True,False,True,False,False,True,True,False
26741,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False
26742,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
26743,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False
26744,True,False,True,False,True,True,False,True,False,True,False,False,True,False,True
26745,True,True,False,False,False,False,True,False,True,False,True,True,False,False,True
26746,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False
26747,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
26748,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True
26749,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False
